,tag,content,sn,lang,length,length_encoded_utf8
14,title,第二条,15,cmn_hans,3,9
15,para,"人人有资格享有本宣言所载的一切权利和自由,不分种族、肤色、性别、语言、宗教、政治或其他见解、国籍或社会出身、财产、出生或其他身分等任何区别。",16,cmn_hans,70,208
16,para,"并且不得因一人所属的国家或领土的政治的、行政的或者国际的地位之不同而有所区别,无论该领土是独立领土、托管领土、非自治领土或者处于其他任何主权受限制的情况之下。",17,cmn_hans,79,235
17,title,第三条,18,cmn_hans,3,9
18,para,人人有权享有生命、自由和人身安全。,19,cmn_hans,17,51
19,title,第四条,20,cmn_hans,3,9
20,para,"任何人不得使为奴隶或奴役;一切形式的奴隶制度和奴隶买卖,均应予以禁止。",21,cmn_hans,35,101
21,title,第五条,22,cmn_hans,3,9
22,para,"任何人不得加以酷刑,或施以残忍的、不人道的或侮辱性的待遇或刑罚。",23,cmn_hans,32,94
23,title,第六条,24,cmn_hans,3,9
24,para,人人在任何地方有权被承认在法律前的人格。,25,cmn_hans,20,60
25,title,第七条,26,cmn_hans,3,9
26,para,"法律之前人人平等,并有权享受法律的平等保护,不受任何歧视。人人有权享受平等保护,以免受违反本宣言的任何歧视行为以及煽动这种歧视的任何行为之害。",27,cmn_hans,71,207
27,title,第八条,28,cmn_hans,3,9
28,para,"任何人当宪法或法律所赋予他的基本权利遭受侵害时,有权由合格的国家法庭对这种侵害行为作有效的补救。",29,cmn_hans,48,142
29,title,第九条,30,cmn_hans,3,9
30,para,任何人不得加以任意逮捕、拘禁或放逐。,31,cmn_hans,18,54
31,title,第十条,32,cmn_hans,3,9
32,para,"人人完全平等地有权由一个独立而无偏倚的法庭进行公正的和公开的审讯,以确定他的权利和义务并判定对他提出的任何刑事指控。",33,cmn_hans,58,172
33,title,第十一条,34,cmn_hans,4,12
34,para,"凡受刑事控告者,在未经获得辩护上所需的一切保证的公开审判而依法证实有罪以前,有权被视为无罪。",35,cmn_hans,46,134
35,para,"任何人的任何行为或不行为,在其发生时依国家法或国际法均不构成刑事罪者,不得被判为犯有刑事罪。刑罚不得重于犯罪时适用的法律规定。",36,cmn_hans,63,185
36,title,第十二条,37,cmn_hans,4,12
37,para,"任何人的私生活、家庭、住宅和通信不得任意干涉,他的荣誉和名誉不得加以攻击。人人有权享受法律保护,以免受这种干涉或攻击。",38,cmn_hans,59,173
38,title,第十三条,39,cmn_hans,4,12
39,para,人人在各国境内有权自由迁徙和居住。,40,cmn_hans,17,51
40,para,"人人有权离开任何国家,包括其本国在内,并有权返回他的国家。",41,cmn_hans,29,83
41,title,第十四条,42,cmn_hans,4,12
42,para,人人有权在其他国家寻求和享受庇护以避免迫害。,43,cmn_hans,22,66
43,para,"在真正由于非政治性的罪行或违背联合国的宗旨和原则的行为而被起诉的情况下,不得援用此种权利。",44,cmn_hans,45,133
44,title,第十五条,45,cmn_hans,4,12
45,para,人人有权享有国籍。,46,cmn_hans,9,27
46,para,"任何人的国籍不得任意剥夺,亦不得否认其改变国籍的权利。",47,cmn_hans,27,79
47,title,第十六条,48,cmn_hans,4,12
48,para,"成年男女,不受种族、国籍或宗教的任何限制有权婚嫁和成立家庭。他们在婚姻方面,在结婚期间和在解除婚约时,应有平等的权利。",49,cmn_hans,59,171
49,para,"只有经男女双方的自由和完全的同意,才能缔婚。",50,cmn_hans,22,64
50,para,"家庭是天然的和基本的社会单元,并应受社会和国家的保护。",51,cmn_hans,27,79
51,title,第十七条,52,cmn_hans,4,12
52,para,人人得有单独的财产所有权以及同他人合有的所有权。,53,cmn_hans,24,72
53,para,任何人的财产不得任意剥夺。,54,cmn_hans,13,39
54,title,第十八条,55,cmn_hans,4,12
55,para,"人人有思想、良心和宗教自由的权利;此项权利包括改变他的宗教或信仰的自由,以及单独或集体、公开或秘密地以教义、实践、礼拜和戒律表示他的宗教或信仰的自由。",56,cmn_hans,75,221
56,title,第十九条,57,cmn_hans,4,12
57,para,"人人有权享有主张和发表意见的自由;此项权利包括持有主张而不受干涉的自由,和通过任何媒介和不论国界寻求、接受和传递消息和思想的自由。",58,cmn_hans,65,191
58,title,第二十条,59,cmn_hans,4,12
59,para,人人有权享有和平集会和结社的自由。,60,cmn_hans,17,51
60,para,任何人不得迫使隶属于某一团体。,61,cmn_hans,15,45
61,title,第二十一条,62,cmn_hans,5,15
62,para,人人有直接或通过自由选择的代表参与治理本国的权利。,63,cmn_hans,25,75
63,para,人人有平等机会参加本国公务的权利。,64,cmn_hans,17,51
64,para,"人民的意志是政府权力的基础;这一意志应以定期的和真正的选举予以表现,而选举应依据普遍和平等的投票权,并以不记名投票或相当的自由投票程序进行。",65,cmn_hans,70,204
65,title,第二十二条,66,cmn_hans,5,15
66,para,"每个人,作为社会的一员,有权享受社会保障,并有权享受他的个人尊严和人格的自由发展所必需的经济、社会和文化方面各种权利的实现,这种实现是通过国家努力和国际合作并依照各国的组织和资源情况。",67,cmn_hans,92,268
67,title,第二十三条,68,cmn_hans,5,15
68,para,人人有权工作、自由选择职业、享受公正和合适的工作条件并享受免于失业的保障。,69,cmn_hans,37,111
69,para,"人人有同工同酬的权利,不受任何歧视。",70,cmn_hans,18,52
70,para,"每一个工作的人,有权享受公正和合适的报酬,保证使他本人和家属有一个符合人的生活条件,必要时并辅以其他方式的社会保障。",71,cmn_hans,58,168
71,para,人人有为维护其利益而组织和参加工会的权利。,72,cmn_hans,21,63
72,title,第二十四条,73,cmn_hans,5,15
73,para,"人人有享有休息和闲暇的权利,包括工作时间有合理限制和定期给薪休假的权利。",74,cmn_hans,36,106
74,title,第二十五条,75,cmn_hans,5,15
75,para,"人人有权享受为维持他本人和家属的健康和福利所需的生活水准,包括食物、衣着、住房、医疗和必要的社会服务;在遭到失业、疾病、残废、守寡、衰老或在其他不能控制的情况下丧失谋生能力时,有权享受保障。",76,cmn_hans,95,279
76,para,"母亲和儿童有权享受特别照顾和协助。一切儿童,无论婚生或非婚生,都应享受同样的社会保护。",77,cmn_hans,43,125
77,title,第二十六条,78,cmn_hans,5,15
78,para,"人人都有受教育的权利,教育应当免费,至少在初级和基本阶段应如此。初级教育应属义务性质。技术和职业教育应普遍设立。高等教育应根据成绩而对一切人平等开放。",79,cmn_hans,75,221
79,para,"教育的目的在于充分发展人的个性并加强对人权和基本自由的尊重。教育应促进各国、各种族或各宗教集团间的了解、容忍和友谊,并应促进联合国维护和平的各项活动。",80,cmn_hans,75,223
80,para,"父母对其子女所应受的教育的种类,有优先选择的权利。",81,cmn_hans,25,73
81,title,第二十七条,82,cmn_hans,5,15
82,para,"人人有权自由参加社会的文化生活,享受艺术,并分享科学进步及其产生的福利。",83,cmn_hans,36,104
83,para,"人人对由于他所创作的任何科学、文学或美术作品而产生的精神的和物质的利益,有享受保护的权利。",84,cmn_hans,45,133
84,title,第二十八条,85,cmn_hans,5,15
85,para,"人人有权要求一种社会的和国际的秩序,在这种秩序中,本宣言所载的权利和自由能获得充分实现。",86,cmn_hans,44,128
86,title,第二十九条,87,cmn_hans,5,15
87,para,"人人对社会负有义务,因为只有在社会中他的个性才可能得到自由和充分的发展。",88,cmn_hans,36,106
88,para,"人人在行使他的权利和自由时,只受法律所确定的限制,确定此种限制的唯一目的在于保证对旁人的权利和自由给予应有的承认和尊重,并在一个民主的社会中适应道德、公共秩序和普遍福利的正当需要。",89,cmn_hans,90,264
89,para,"这些权利和自由的行使,无论在任何情形下均不得违背联合国的宗旨和原则。",90,cmn_hans,34,100
